message_length,time_interval,message_count_window,payload_entropy,response_time,decryption_errors,signature_errors,replay_flags,handshake_failures,message_type_variance,session_duration,sequential_errors,is_anomaly
619,0.5565164476475344,7,4.372984404974518,0.2305973495103456,0,0,0,0,0.8685435721712778,1526.447426651407,0,0
1587,3.015734652906616,12,4.654148319263916,0.4490511270388283,0,0,0,0,0.9579627862533227,416.803056572815,0,0
767,0.010526448798429268,168,4.409218194686282,2.8307564539097214,2,2,0,4,0.22155332922366458,65.19457348330423,0,1
475,2.7796058289312624,1,4.98150511352289,0.5679567200135549,0,0,0,0,0.6857871240515538,296.3324456039553,0,0
824,5.88927724229013,18,4.918229085428177,1.2481572581676141,1,1,0,2,0.3416363938168143,348.15714515693935,1,1
1335,0.6113611753679771,3,4.1790019510929985,0.42275318095675174,0,0,0,0,0.7704159291158952,266.00861534140233,0,0
704,3.374637307109679,1,3.81069042792586,0.24815150525480187,0,0,0,0,0.7599411733040226,1171.3950437401902,0,0
1847,0.16072222446836515,93,5.1881697118061165,7.856714709140821,3,0,0,3,0.27193319069340083,198.35698286129787,0,1
486,3.351393478026622,10,4.668050785663408,0.4153608889215077,0,0,0,0,0.7498659441471411,577.3526057320988,0,0
1801,0.5850638020835307,8,4.3586038741709325,0.16534950745259508,0,0,0,0,0.6478248798052766,1188.70281809257,0,0
698,1.5853130524885746,19,4.770280071102701,0.356287754738995,0,0,0,0,0.8111610164537115,604.223372844449,0,0
571,2.1823704718882215,19,4.374009848957445,0.5011427856679153,0,0,0,0,0.8235161983083066,1035.478370398503,0,0
1793,1.702224289619896,15,4.229722182263367,0.7921345486106797,0,0,0,0,0.8040727201536595,909.5098540263805,0,0
574,2.1582127510028313,1,3.8460924877972356,0.3088582728314335,0,0,0,0,0.6566071298328461,1131.5129394626788,0,0
1063,4.8702108762611775,16,3.8913397890805412,0.7281543273023656,0,0,0,0,0.6794080308094367,242.27878143492796,0,0
1889,4.5169130655888114,20,3.9411816297049738,0.15920020552709516,0,0,0,0,0.7884618711627754,1780.3788175370173,0,0
653,0.7662564419480851,18,4.937717119968862,0.17464227821935774,0,0,0,0,0.8245033386013961,546.2006112385528,0,0
1702,3.9207463580757334,12,5.012328887029771,0.13225003864471813,0,0,0,0,0.7099360909769262,264.26956167928813,0,0
322,0.9576987035185227,14,5.153771127450344,0.7457060805616238,0,0,0,0,0.7180196195089433,724.3761699094126,0,0
273,0.25894705160950593,29,3.986276319496315,0.36273683918213373,0,0,0,0,0.08705083306712827,64.21692853597374,0,1
8273,3.3214904670149332,9,7.331470255027717,1.020688552847231,0,0,0,0,0.31224430545072324,291.2992492495999,0,1
1576,4.631802035574286,12,4.0507018438338065,0.7543149688418643,0,0,0,0,0.7487221885016324,436.4728467702982,0,0
487,1.8759033196986135,20,4.503131396190748,0.5841745659528463,0,0,0,0,0.8114269803924465,1684.6119040480985,0,0
1092,2.3602666810571336,17,4.773676056735872,0.7955307549161661,0,0,0,0,0.8050750326151579,1329.6683106598593,0,0
474,3.549317986587462,5,4.093913350305502,0.5411697067031731,0,4,0,0,0.5296948582549265,562.9674231114656,1,1
1124,3.5131028233252772,2,4.240118580428795,0.6838710422331982,2,3,0,0,0.42705427971211873,142.52306842968312,2,1
1962,2.5989618349546335,4,5.544454353765221,1.3507455713293963,1,2,0,2,0.5647777782159196,239.00564377560204,0,1
42586,4.609216530194839,15,7.493004278204578,0.7245518673853293,0,0,0,0,0.27871612165293425,163.18598616608728,0,1
661,2.925351431952477,6,4.893476096377716,0.5046649650427036,0,2,0,0,0.48602303942481917,1174.8350844296003,3,1
1830,3.2890796536169082,7,4.2679468116735295,0.18629680163226142,0,0,0,0,0.7154187556400304,885.2005987135042,0,0
652,2.0648610869580284,7,5.087821659752855,0.13025228532795347,0,0,0,0,0.6671673854075616,1556.21051199214,0,0
1857,2.878830237740329,5,3.843449052508992,0.777687777002093,0,0,0,0,0.6927678272088553,794.8679972639725,0,0
791,4.7635774546316885,16,4.7732759706740095,0.22874258109663992,0,0,0,0,0.7875532069157409,112.03432978175852,0,0
733,2.8591898858799714,2,4.933784107704022,0.28631548712163873,0,0,0,0,0.6682542807429346,1469.3627824999758,0,0
316,1.4597481831812456,6,4.680681294371826,0.6912888064343474,0,0,0,0,0.9950918053123792,482.7610896149049,0,0
1001,3.286507763596061,19,4.725929346045648,0.7225946405476467,0,0,0,0,0.8691980000359876,1220.489806477098,0,0
1585,0.7929628294165114,17,5.155183891540987,0.11288287482045711,0,0,0,0,0.9113686009619381,1103.054618985696,0,0
1100,0.17893595490991387,195,4.735292382948882,3.2978589090505053,3,1,0,5,0.09570401612594985,245.33732219787655,3,1
2442,3.604426747051858,18,4.489726627653661,1.3143329329040272,2,0,0,2,0.6086112875846001,44.57362271213108,2,1
1882,4.112100094934917,1,3.961144580749505,0.4798762359833104,0,0,0,0,0.7035924441553943,1701.530757986312,0,0
1728,2.8150801071217955,12,4.20715377768445,0.4951192060074675,0,0,0,0,0.897967731669036,706.6452758156876,0,0
554,0.6522438216782314,28,5.020361255024378,0.41271222643109207,0,0,1,0,0.03311091441766911,181.82434649465262,0,1
980,4.480841370223406,16,4.734861267248109,0.2594636877257115,0,0,0,0,0.8065353837359013,700.7075020851478,0,0
1242,3.2005199983068158,4,4.037491681499527,0.5267183781102979,0,0,0,0,0.647492041280234,668.7039359798367,0,0
1263,1.7201407933506379,20,4.400105646304535,0.5937987849005274,0,2,0,0,0.561610916525506,1773.8758030355918,3,1
1526,4.291843554562088,3,4.62308247767357,0.14081419013448623,0,0,0,0,0.8290223185022217,1180.1051168074905,0,0
875,1.8337680423935439,15,4.567667306481565,0.26661975875400334,0,0,0,0,0.8234712661239164,1506.6882035204137,0,0
1583,1.345092282665339,19,4.628300230345177,0.5427145872183662,0,0,0,0,0.8738611852067257,249.93037076129903,0,0
1885,1.7991462205788258,16,4.933819167526929,0.6169457517319966,0,0,0,0,0.750322032639518,1424.766411961244,0,0
406,1.0034126776670376,20,4.896568840225125,0.7970976691687978,0,0,0,0,0.8665618158459196,1320.1206212301304,0,0
1819,2.2548003064027347,1,5.178782337631861,0.6492406414242208,0,0,0,0,0.9710602808503042,1261.7816680768485,0,0
1408,0.943305155969276,11,4.44057791356339,0.40769033424257295,0,0,0,0,0.8960296990746801,1265.464618911552,0,0
22385,7.960558414565407,13,7.085196273147454,0.5598641343544499,0,0,0,0,0.31496721924936655,147.57712133045962,0,1
162,4.534800694857245,18,4.537083143168365,0.4400005153464317,0,3,0,0,0.43751408747000015,898.0318344338505,1,1
969,4.468592663482172,4,4.044461397028718,0.24492607909692363,0,0,0,0,0.799829541646187,414.9897036298998,0,0
955,0.8962005304337796,15,4.776992461831612,0.6640448977168071,0,0,0,0,0.9887978434937824,528.6130192585424,0,0
1209,3.2267101485560894,20,5.132541422205925,0.5760257810019975,0,0,0,0,0.8156598130806934,1100.3319646103719,0,0
1503,1.0946846114039301,20,5.198285204342613,0.2026547791519528,0,0,0,0,0.9156592216056841,352.2232694149637,0,0
778,2.9142823001583333,13,3.9883866324555086,0.25846943657656624,0,0,0,0,0.9465304714628122,354.75274245613605,0,0
1764,1.1033845398094795,17,4.702583924468437,0.26150002390699395,0,0,0,0,0.6204490242605422,75.44525954968725,0,0
1960,0.07213706486002298,161,3.800787570929647,2.424871045944731,3,1,0,1,0.11597974581325629,166.57041718269673,3,1
1435,4.669741939510685,18,4.87610132962322,0.437370893124597,0,0,0,0,0.6605145176118374,1362.0756789285565,0,0
1085,0.5079512356671008,15,5.055848859199404,0.7464990557216571,0,0,0,0,0.9953822402913078,1318.0898601796823,0,0
1725,1.0649323610583168,2,4.100833416755412,0.1340841991082477,0,0,0,0,0.6681234288915067,1675.0371308619008,0,0
1418,2.5554171296918398,7,4.142110022657274,0.4837274346171465,0,0,0,0,0.7776656433087306,1130.3580041039745,0,0
710,1.3886244861028625,14,4.293245540700185,0.13951115180322868,0,0,0,0,0.9838893821950386,776.4093764832148,0,0
244,3.635342543838452,1,5.001968999999843,0.5621036550790716,0,0,0,0,0.9302176664074651,608.5679404349007,0,0
2409,0.19974585761243557,193,4.207165373180741,4.705266064362968,3,1,0,4,0.22012294259367407,58.64854034003696,3,1
603,0.9662150075390077,8,3.848947629235131,0.4030205707367259,0,0,0,0,0.7951789465901782,1320.4596342199006,0,0
198,1.0199179942585568,3,4.222564403180588,0.25780129355778086,0,0,0,0,0.7337245006488503,251.13515390848494,0,0
929,2.226766716549094,5,4.309122279025463,0.4588807581569019,0,0,0,0,0.9668236459779018,1529.5309471596872,0,0
1883,2.245824210459958,14,3.9568182667865153,0.7921032523204825,0,0,0,0,0.7358982611084937,507.13453157148905,0,0
843,3.6619950733184816,12,4.39543675421628,0.5433341992278629,0,0,0,0,0.6469702394685026,299.58921145559833,0,0
1838,2.0528950376299573,15,4.194767318728928,0.1995747504280952,0,0,0,0,0.7590144093466205,1522.3472721529226,0,0
543,0.6405769263785772,24,5.0813276654270645,0.38130809334509735,0,0,1,0,0.06993336020117895,237.23257446150836,0,1
1365,5.7591262257753275,10,4.9574785660407965,0.5530446440252791,1,2,0,0,0.4347896914980342,354.50040228886314,1,1
1311,4.59250542760508,1,4.509201711923528,0.605952877188258,0,0,0,0,0.738342007252963,36.22921879017622,0,0
2135,5.023435124420182,25,4.723181992672437,0.5392466182922646,2,1,0,1,0.30108436525295723,277.4665696668586,0,1
930,4.352344666446287,5,4.984164567826886,0.7962428354975845,0,0,0,0,0.7043374186109922,990.3056611222784,0,0
206,0.43484558604270124,23,4.230874426995044,0.501299837064074,0,0,0,0,0.15040928439976342,64.80028655352922,0,1
1946,2.7380267512334644,9,4.659677463972386,0.22768670460651028,0,0,0,0,0.8319033274132283,493.6846235175392,0,0
1464,3.8806299474130483,16,4.128973582887036,0.23110490960795357,0,0,0,0,0.727905111697231,801.636209429127,0,0
1650,0.13863187620683973,182,3.8454902122896804,8.89899583078833,2,1,0,2,0.165677278566614,134.34937697405803,0,1
710,0.8879712989901651,15,4.973463052950891,0.7547351951317762,0,0,0,0,0.9990014112542144,1096.3324013046752,0,0
1510,0.5942439277967118,8,4.251246929656463,0.6792950355296321,0,0,0,0,0.8533174039908158,1192.8876627899615,0,0
1155,4.239594479991431,3,3.9577295307275517,0.10458087551343223,0,0,0,0,0.6151636745931678,868.3328544320367,0,0
697,0.958263787163969,5,3.8829169543144313,0.2370921685522236,0,0,0,0,0.8541466266191159,795.0306982114151,0,0
1230,2.4595686467809603,10,4.014060844929029,0.32153065670047043,0,0,0,0,0.6823194788512099,1636.1748404820578,0,0
1279,3.4300832954963476,20,4.389839020289367,0.6763104145643739,0,0,0,0,0.8722949139575484,81.03222231916666,0,0
925,4.539011631694667,1,4.745032784635581,0.778129579987378,0,0,0,0,0.809830411107777,841.6970513544434,0,0
418,2.1568726059678527,19,3.975852962352917,0.7867764065594914,0,0,0,0,0.7503490541238553,1585.2965902297656,0,0
1980,3.7369335306714144,15,4.417769020350673,0.41605725706073204,0,0,0,0,0.9493080221310496,954.8037156591242,0,0
586,4.4536527008766225,7,4.3773079096178416,0.2769253450343542,0,3,0,0,0.978517080297729,466.93598513742245,2,1
268,4.754875428613882,6,4.057467698092295,0.4250995818478781,0,0,0,0,0.6847377309038302,587.3074922443282,0,0
1952,2.7922046518222285,8,4.862977374418033,0.3153482751452915,0,0,0,0,0.7759970266402665,155.82338779144044,0,0
1844,0.15245892487035032,181,4.852105915012052,3.796886792091627,3,2,0,4,0.05222365068500371,214.8114140446152,2,1
1931,1.1264848025403544,11,4.054349508568821,0.6306493763457127,0,0,0,0,0.7910768418703237,1667.9031734883702,0,0
565,3.7340521117168026,16,4.872222205304931,0.561842467796095,0,0,0,0,0.7807492290245682,746.8769297357031,0,0
1587,2.4268511819931806,2,3.9325407666701873,0.7613754127538163,0,0,0,0,0.757829755230049,266.72800128683775,0,0
195,4.9936632328840895,19,5.19535598338327,0.6128794993947827,0,0,0,0,0.9887989944698835,1609.3265855884379,0,0
1986,2.747132841089082,9,4.4659331123223875,0.3724153799121377,0,0,0,0,0.6882762384643657,140.6096097035633,0,0
1957,1.4507100261503307,1,3.859549812872507,0.648253980761041,0,0,0,0,0.6294428266435457,1204.8431207132774,0,0
967,2.4142548010610474,19,4.635724550267488,0.7046795264349163,0,0,0,0,0.7680707224870624,1136.497395187574,0,0
1852,4.763514255905534,1,4.948086509933878,0.7545445008429279,2,3,0,0,0.4816052653192656,172.3082425817739,1,1
1506,1.3846510322091907,20,4.37612297777313,0.18019009149453247,0,0,0,0,0.7002502882027307,1611.2315325682484,0,0
678,4.282296493632806,13,5.049766520349638,0.7000197499083073,0,0,0,0,0.8583360697555238,305.5009988033197,0,0
1458,0.6067181382659138,17,4.2096434510670315,0.6817265303344232,0,0,0,0,0.8451671525514897,868.2421746206978,0,0
1570,3.5299187226212587,10,3.95572426672125,0.14277537045373484,0,0,0,0,0.6350636677648273,537.1810892564912,0,0
1520,0.6936277153628576,20,5.180179223182223,0.6094781708702873,0,0,0,0,0.9945884543829536,359.84822904436794,0,0
448,4.2106521624261255,13,4.914669718003566,0.24148450881640302,0,0,0,0,0.6584800438477459,537.5324537348429,0,0
612,3.0643364363144596,5,5.192931136162926,0.6372836555392735,0,0,0,0,0.7457499078268502,1247.3018373006737,0,0
1806,4.231940800385374,7,4.2795313316803645,0.17444765080855795,0,0,0,0,0.6903953511599987,1732.6674286879386,0,0
1109,0.6131690859088677,8,4.101663303546666,0.25774916066982456,0,0,0,0,0.7919591081944393,672.9874299569383,0,0
2363,0.035230042739241824,73,5.180982931755082,6.429974026646536,3,2,0,5,0.27519683512434195,195.80891482731678,3,1
157,3.599026057188889,18,5.101439164762658,0.22779859845299466,0,0,0,0,0.6254130708855783,450.45988007124015,0,0
476,4.600102541901278,5,4.573566630755653,0.5021254234102518,0,0,0,0,0.7897343790142022,1194.8544123484012,0,0
901,3.182926432517177,3,4.2624909154754,0.47335600340162653,0,0,0,0,0.861456147712067,731.5941218687713,0,0
1228,2.1523865289470936,4,4.9610080906859935,0.14367673497863837,0,0,0,0,0.656224469841025,1448.8513152287157,0,0
897,1.0792886414018121,13,5.081338064387825,0.3261057104535743,0,0,0,0,0.7290082902463291,233.73303721924563,0,0
199,0.7572818573904073,14,4.748315288479293,0.7933727170163889,0,0,0,0,0.9545078058340589,297.32720249293436,0,0
2065,0.17729330024511172,200,4.224668333016384,7.194938437968241,3,2,0,0,0.20581065589488115,282.71147333555075,1,1
1786,4.176338769447995,7,4.943649326425731,0.6607404074708428,0,0,0,0,0.6563884291599962,1770.0771009530627,0,0
970,2.5892142489987533,7,5.005975242502377,0.23496930830662957,0,0,0,0,0.8880955434860557,1192.8319665439674,0,0
582,4.366560072891137,13,4.173111733258031,0.4450335633702168,0,0,0,0,0.9101757581190854,711.3748227649536,0,0
849,3.415776675587491,1,4.953095787719764,0.44175296094533556,0,0,0,0,0.9752914768327616,435.7660809031346,0,0
1024,1.370583021404351,17,4.28439094356347,0.3148363866886291,0,0,0,0,0.9130829119261181,1069.5186466484595,0,0
672,3.564383913928181,3,3.8065134123476985,0.75211713150273,0,0,0,0,0.7856506238691962,608.5323995946993,0,0
1074,0.9233517170317734,7,4.139272204887269,0.6613627803223939,0,0,0,0,0.9496432048614921,150.06589480186872,0,0
593,2.446628983326774,1,4.792008253792873,0.5994338827907507,0,0,0,0,0.861921411127898,217.546222488343,0,0
1740,3.249395174076019,2,3.8154819672397364,0.6601716576651361,0,0,0,0,0.6924183960679696,944.3970784902125,0,0
1970,2.65948171891294,4,4.26388927793634,0.3163810164576871,0,0,0,0,0.6283176287801847,344.59525863443537,0,0
42308,6.215997536212674,15,7.160953845383055,0.6350066266830241,0,0,0,0,0.16572087284643133,598.6265162630365,0,1
5010,9.26054655559207,5,7.873219537517366,0.5423450695319918,0,0,0,0,0.35545121092015297,334.8723341578636,0,1
512,0.02781607417425496,117,3.9686970840375912,2.455315299087605,1,1,0,0,0.07199423100595216,50.51881032372733,0,1
583,3.837880131778013,13,4.889952902482252,0.3995857742582162,0,0,0,0,0.7063584602149073,1783.21017620517,0,0
1801,1.297305733724234,11,4.284498109968159,0.3976238540436807,0,0,0,0,0.6116152641831983,646.3127081535372,0,0
224,3.8497136707181325,9,4.597219136087526,0.2370836658763117,0,0,0,0,0.873016554224967,1499.1000625721967,0,0
28864,2.1329563583202065,7,7.681263757735721,0.8681880051802922,0,0,0,0,0.13105474773541434,595.1544116411744,0,1
106,3.947597662656071,18,5.079801432777855,0.5753994024481595,0,0,0,0,0.7761948960043247,1313.0655235747067,0,0
431,4.124893471832362,19,4.470006306820736,0.3629979819117939,0,0,0,0,0.8410567863681722,806.1842040944232,0,0
17674,5.329485871445243,9,6.851065660065941,0.6784054199024654,0,0,0,0,0.023363503426489497,253.98922921184786,0,1
1938,3.4586466717135815,9,3.983839723604556,0.21121901250208264,0,0,0,0,0.8559617823339047,500.6378037002224,0,0
1096,0.5727319277270992,15,3.8295375518337176,0.7940437790833406,0,0,0,0,0.8940483248680645,1445.230080953729,0,0
1976,0.1357739711575637,82,4.079335168467417,6.954593276700514,0,2,0,5,0.051354756427580535,125.53704888892666,0,1
1078,2.572559269328922,8,4.385990999719119,0.4297907700174435,0,0,0,0,0.9124119242281663,265.44425380202074,0,0
1234,4.694412649092911,1,4.852555058609651,0.7417709074253075,0,0,0,0,0.7511347114280168,1259.122422685986,0,0
1068,1.5590389269935914,16,4.166041919075102,0.7214055101127625,0,5,0,0,0.41395924070669643,1625.9547312685515,3,1
269,1.6238940921569212,18,5.022620518088598,0.6133920153742002,0,0,0,0,0.8223605315083666,374.0341612023599,0,0
932,4.166087322810871,15,4.5922427814727165,0.35244080183696846,0,0,0,0,0.8682108073654904,893.1858932219737,0,0
1950,1.3071031564670315,11,4.1750205524363295,0.4017979794508397,0,0,0,0,0.6629880169556758,431.47837559402393,0,0
1868,2.251255067820379,12,4.968388082286824,0.4864208616016348,0,0,0,0,0.70926595846971,609.5215379104584,0,0
1968,1.5721712399015615,6,4.291944574397428,0.13441213047172523,0,0,0,0,0.8457786281336046,1364.585594080504,0,0
46265,2.604255910640624,14,7.327963082003867,0.7140971029603171,0,0,0,0,0.1889948867057868,185.72094528610245,0,1
511,3.400942722611767,1,4.4234057055637175,0.3251607207754803,0,0,0,0,0.7396200066145038,1676.0164617404391,0,0
1809,2.56527261884678,13,4.9864657504729495,0.44360004147706555,0,0,0,0,0.7752919766567583,35.27224327670357,0,0
497,4.746630967293474,15,4.661833143578586,0.19377396253303084,0,0,0,0,0.7331252105008765,1282.114235750478,0,0
1401,4.79224996626614,19,4.227467728602859,0.7578597200542683,0,0,0,0,0.8554815575002315,502.5109940793255,0,0
1386,1.6790669900652666,4,3.9912551637214615,0.4647878078295751,0,0,0,0,0.6833388173072544,955.940736747344,0,0
1753,0.8645406051929208,16,5.671751104626355,0.7185766355200235,0,3,0,1,0.45421990502866216,165.7521948300377,1,1
1696,3.330118125242699,5,4.692508684441866,0.5006966498146409,0,0,0,0,0.9266720204719054,1207.2872258189466,0,0
1900,2.5975223933572025,9,4.51804882398039,0.513232571572163,0,0,0,0,0.997259866568377,1630.1891359253964,0,0
569,2.982037552518327,8,5.169926187495792,0.6033127503178817,0,0,0,0,0.6062502701004624,115.99698349669242,0,0
311,3.9541512292032794,2,3.8323391197681427,0.1829583720996148,0,0,0,0,0.8823360084601792,1036.1140440546017,0,0
22377,4.160977448122278,6,6.901889940932228,0.833462153135978,0,0,0,0,0.07579951701699993,578.3055936018092,0,1
839,2.9033441954416985,13,4.2898884450699795,0.5800359952023346,0,0,0,0,0.9831885552631743,1088.6381229978892,0,0
1931,4.124209789135273,19,4.959573690901523,0.9172658299324202,1,0,0,2,0.4043142964171196,161.47378664624986,0,1
